frame_number,Timestamp,system_time,video_time_seconds,Latitude,Longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
2302,2025-08-27T16:55:30.007173,55:30.0,235.721,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.9398,-0.1013,9.97,10.1575,-14.485,1.033,4.62,15.239,188.84,-283.47,-461.25,573.38,34.78,4.589,0.008
2303,2025-08-27T16:55:30.107930,55:30.1,235.821,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.3973,0.6153,10.0205,10.1361,-13.976,-5.537,-13.49,20.198,-31.56,-67.24,-360.59,368.16,36.82,4.69,0.007
2304,2025-08-27T16:55:30.208793,55:30.2,235.922,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.8181,0.638,9.9406,10.1257,-6.479,-9.691,-2.908,12.014,-160.68,-86.57,-466.58,501.01,36.98,4.791,0.005
2305,2025-08-27T16:55:30.308832,55:30.3,236.022,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,-1.0325,0.4274,9.6263,9.6909,-5.801,-2.82,14.259,15.65,-389.01,-14.86,-553.83,676.96,30.7,4.891,0.001
2306,2025-08-27T16:55:30.409772,55:30.4,236.123,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,0.4533,-0.0424,9.7576,9.7682,1.637,8.598,12.598,15.34,251.04,391.24,-474.76,664.45,40.15,4.992,-0.003
2307,2025-08-27T16:55:30.510707,55:30.5,236.224,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,-0.602,-0.4044,9.4849,9.5126,9.761,-5.621,17.564,20.866,-373.08,298.69,-521.34,707.25,38,5.093,-0.006
2308,2025-08-27T16:55:30.611227,55:30.6,236.325,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.8261,-0.3067,10.0054,10.1753,0.702,9.431,13.811,16.739,-142.67,-243.46,-371.32,466.37,29.52,5.194,0.012
2309,2025-08-27T16:55:30.711827,55:30.7,236.425,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.6961,0.2088,9.7556,9.9041,-6.037,-5.628,14.564,16.741,-9.97,190.2,-555.78,587.51,27.81,5.294,0.01
2310,2025-08-27T16:55:30.812823,55:30.8,236.526,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.5843,-0.3078,9.9617,10.0916,3.23,-8.782,13.244,16.216,48.92,30.51,-324.47,329.55,35.95,5.395,0.008
2311,2025-08-27T16:55:30.913107,55:30.9,236.626,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.4434,-0.3389,10.1681,10.2757,12.324,7.372,19.559,24.265,-308.86,-105.01,-211.55,388.81,28.62,5.495,0.006
2312,2025-08-27T16:55:31.013609,55:31.0,236.727,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,-0.1843,0.1176,9.68,9.6824,8.024,0.98,3.122,8.665,146.26,-264.46,-252.51,393.82,19.99,5.596,0.004
2313,2025-08-27T16:55:31.114288,55:31.1,236.828,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,0.8356,-0.5045,10.058,10.1053,8.646,1.616,-23.618,25.203,-302.55,-334.28,-550.41,711.5,26.34,5.697,0.003
2314,2025-08-27T16:55:31.214560,55:31.2,236.928,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,0.6665,0.2752,9.8709,9.8972,-7.024,-2.592,-8.81,11.562,-57.1,170.87,-560.38,588.63,22.77,5.797,0.001
2315,2025-08-27T16:55:31.314791,55:31.3,237.028,26.68372633,92.76524283,76.5,52.880156,343.78,1,6,1.36,1.2661,-0.2089,9.7791,9.8629,-8.501,2.094,10.454,13.636,-87.83,216.62,-228.88,327.15,43.28,5.897,-0.002
2316,2025-08-27T16:55:31.415011,55:31.4,237.128,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.0892,0.6722,9.93,10.0121,11.019,2.86,17.794,21.124,219.66,-343.09,-267.92,487.59,34.22,0,-0.006
2317,2025-08-27T16:55:31.515261,55:31.5,237.229,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.2687,-0.4063,10.0192,10.0311,10.339,0.691,-20.97,23.391,39.99,-153.22,-584.34,605.42,35.73,0.1,-0.008
2318,2025-08-27T16:55:31.615282,55:31.6,237.329,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7566,0.745,9.9525,10.009,0.357,-0.181,16.181,16.186,-136.27,-62.85,-400.4,427.59,21.2,0.2,0.011
2319,2025-08-27T16:55:31.715703,55:31.7,237.429,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7733,-0.0621,9.585,9.6164,-10.996,-5.72,3.528,12.887,19.21,318.15,-226.4,390.95,18.38,0.3,0.009
2320,2025-08-27T16:55:31.816527,55:31.8,237.53,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.0546,-0.206,10.0071,10.0093,9.536,8.83,-11.271,17.203,-92.39,262.48,-374.45,466.52,18.28,0.401,0.008
2321,2025-08-27T16:55:31.917009,55:31.9,237.63,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.6435,-0.2703,10.0795,10.2162,-4.177,-8.239,14.467,17.165,-48.75,-370.28,-361.29,519.62,34.85,0.502,0.005
2322,2025-08-27T16:55:32.017562,55:32.0,237.731,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.8249,-0.5338,9.5122,9.5628,-0.333,-9.177,-24.65,26.304,37.74,215.22,-259.03,338.88,24.4,0.602,0.004
2323,2025-08-27T16:55:32.117668,55:32.1,237.831,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.5889,0.5156,9.5357,9.5678,2.773,-2.56,14.417,14.903,-154.73,-48.34,-412.42,443.13,43.15,0.702,0.003
2324,2025-08-27T16:55:32.218028,55:32.2,237.931,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.9755,-0.3574,9.5236,9.5801,14.779,8.399,-12.298,20.981,-57.25,-343.71,-327.96,478.51,24.57,0.803,0
2325,2025-08-27T16:55:32.318381,55:32.3,238.032,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.5473,0.0356,9.8788,9.894,4.626,-4.187,-15.791,16.979,-308.17,21.7,-309.2,437.09,28.89,0.903,-0.002
2326,2025-08-27T16:55:32.419315,55:32.4,238.133,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.3394,0.6679,10.0416,10.1526,-1.451,2.522,21.037,21.238,-242.66,154.2,-417.69,507.07,26.32,1.004,-0.004
2327,2025-08-27T16:55:32.519864,55:32.5,238.233,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.2632,-0.4707,10.122,10.1364,8.709,-4.724,6.79,12.012,16.38,374.97,-439.12,577.67,41.76,1.105,-0.006
2328,2025-08-27T16:55:32.619986,55:32.6,238.333,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.3876,-0.6833,9.9104,9.9415,-10.289,-9.442,13.682,19.55,-83.53,-257.36,-291.53,397.75,23.11,1.205,0.011
2329,2025-08-27T16:55:32.720526,55:32.7,238.434,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.71,-0.6145,9.5049,9.5511,4.212,-1.585,9.75,10.739,-6.6,-288.38,-376.94,474.65,35.14,1.305,0.01
2330,2025-08-27T16:55:32.820847,55:32.8,238.534,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.4645,0.2451,9.8414,9.9528,-13.607,9.334,-7.541,18.143,260.57,395.93,-595.93,761.44,27.13,1.406,0.008
2331,2025-08-27T16:55:32.921695,55:32.9,238.635,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7092,0.3154,9.8458,9.8763,9.807,-2.729,0.334,10.185,297.58,-118.46,-481.19,578.05,39.88,1.506,0.006
2332,2025-08-27T16:55:33.021801,55:33.0,238.735,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-1.3907,-0.4194,10.1715,10.2747,-4.459,-4.778,-7.467,9.923,119.39,-313.17,-554.91,648.27,35.99,1.607,0.004
2333,2025-08-27T16:55:33.121945,55:33.1,238.835,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.6867,-0.077,9.7348,9.7593,12.647,-4.107,-16.608,21.276,-223.95,-118.08,-504.97,564.88,41.89,1.707,0.003
2334,2025-08-27T16:55:33.222967,55:33.2,238.936,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.9185,-0.4591,10.2287,10.2801,13.564,3.911,21.139,25.419,-285.84,338.59,-324.59,549.27,23.18,1.808,0.001
2335,2025-08-27T16:55:33.323154,55:33.3,239.036,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.8945,0.0312,9.6057,9.7908,-14.786,1.33,-6.084,16.044,38.54,9.88,-512.73,514.27,20.84,1.908,-0.002
2336,2025-08-27T16:55:33.424134,55:33.4,239.137,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.8965,-0.0407,9.7375,9.7787,12.107,7.636,-13.185,19.461,-375.78,131.69,-211.22,450.74,29.43,2.009,-0.004
2337,2025-08-27T16:55:33.524889,55:33.5,239.238,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.7007,-0.3572,10.0718,10.1024,5.991,-7.919,-15.323,18.26,-0.67,203.61,-218.21,298.45,19.14,2.11,-0.007
2338,2025-08-27T16:55:33.625246,55:33.6,239.339,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.6185,0.531,10.267,10.2993,-13.444,3.239,2.37,14.031,-266.51,-395.57,-302.02,564.56,29.63,2.21,0.011
2339,2025-08-27T16:55:33.726070,55:33.7,239.439,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.2016,-0.1921,9.772,9.7759,13.597,6.773,-21.33,26.186,-265.52,-306.24,-235.16,468.59,36.45,2.311,0.01
2340,2025-08-27T16:55:33.827017,55:33.8,239.54,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,2.027,0.2783,9.6492,9.8638,6.463,-1.471,-5.036,8.324,-357.79,-95.16,-304.96,479.65,40.63,2.412,0.008
2341,2025-08-27T16:55:33.927426,55:33.9,239.641,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.8021,0.7931,10.1014,10.2915,4.747,1.342,9.153,10.397,138.23,261.72,-403.07,500.07,28.09,2.512,0.006
2342,2025-08-27T16:55:34.027543,55:34.0,239.741,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.8159,-0.8488,10.0974,10.1659,-7.985,-6.561,-22.988,25.204,78.48,-7.93,-345.11,354.01,37.72,2.612,0.004
2343,2025-08-27T16:55:34.127670,55:34.1,239.841,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.2599,0.3379,10.0877,10.0967,-13.692,3.535,19.653,24.212,133.52,-32.09,-337.42,364.3,36.81,2.712,0.002
2344,2025-08-27T16:55:34.228490,55:34.2,239.942,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-1.1694,0.4975,9.7632,9.8456,6.523,-4.221,-9.367,12.17,209.22,271.77,-243.8,420.8,35.32,2.813,0.001
2345,2025-08-27T16:55:34.328558,55:34.3,240.042,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.5872,-0.0736,10.0295,10.0469,4.248,-9.961,13.121,17.013,280.43,157.07,-323.09,455.74,22.28,2.913,-0.003
2346,2025-08-27T16:55:34.429220,55:34.4,240.143,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.8339,0.4641,9.9167,9.9625,-10.062,1.804,15.372,18.461,221.82,269.09,-533.77,637.59,32.75,3.014,-0.006
2347,2025-08-27T16:55:34.529570,55:34.5,240.243,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.5455,-0.2806,9.7958,9.815,-4.729,2.923,20.222,20.972,-144.97,312.82,-455.18,571.02,44.76,3.114,-0.008
2348,2025-08-27T16:55:34.629976,55:34.6,240.343,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.5963,0.0464,9.6466,9.6651,-4.983,-9.601,-22.295,24.78,393.76,-358.55,-205.89,570.96,41.9,3.215,0.009
2349,2025-08-27T16:55:34.730984,55:34.7,240.444,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.4239,-0.1761,10.2288,10.2391,-1.117,9.208,-3.155,9.798,276.9,324.01,-559.07,703,18.52,3.316,0.008
2350,2025-08-27T16:55:34.831154,55:34.8,240.544,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.2283,-0.6274,9.782,9.8787,-9.092,-9.939,-5.316,14.482,-372.43,389.18,-273.28,604.03,42.83,3.416,0.004
2351,2025-08-27T16:55:34.931180,55:34.9,240.645,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-1.1424,0.6745,9.7083,9.7985,3.209,-8.937,19.578,21.759,-329.75,-282.79,-512.23,671.63,24.06,3.516,0.002
2352,2025-08-27T16:55:35.031669,55:35.0,240.745,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.2551,0.0739,10.113,10.1908,0.84,-6.891,7.162,9.974,-372.92,-11.37,-431.31,570.29,32.48,3.616,0
2353,2025-08-27T16:55:35.131875,55:35.1,240.845,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7519,-0.4034,9.72,9.7574,-12.361,2.634,16.979,21.167,-393.71,-27.78,-369.05,540.35,29.88,3.717,-0.004
2354,2025-08-27T16:55:35.232735,55:35.2,240.946,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-1.0465,-0.1006,10.1127,10.1672,1.056,-2.415,24.298,24.441,135.24,-308.34,-575.5,666.75,31.67,3.817,-0.006
2355,2025-08-27T16:55:35.333277,55:35.3,241.047,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.1637,0.1642,9.8892,9.8919,-6.542,5.227,-6.694,10.721,160.72,299.14,-394.75,520.71,28.61,3.918,-0.009
2356,2025-08-27T16:55:35.433370,55:35.4,241.147,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.4848,-0.7806,9.7157,9.7591,-1.111,-7.056,-9.098,11.567,-297.98,115.58,-511.88,603.46,41.47,4.018,0.009
2357,2025-08-27T16:55:35.533507,55:35.5,241.247,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.258,0.4723,10.0696,10.1589,-11.082,4.188,24.985,27.651,-343.03,-242.97,-330.16,534.52,19.57,4.118,0.006
2358,2025-08-27T16:55:35.634018,55:35.6,241.347,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.2663,0.6094,9.6163,9.7185,9.843,9.43,24.398,27.947,-373.52,331.25,-282.19,573.48,40.3,4.219,0.004
2359,2025-08-27T16:55:35.734295,55:35.7,241.448,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.8834,0.5803,9.9136,10.1076,-14.212,-0.824,20.878,25.27,15.86,-16.11,-208.72,209.94,40.23,4.319,0.003
2360,2025-08-27T16:55:35.834857,55:35.8,241.548,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.4209,0.6043,9.7742,9.8019,-5.708,9.516,-8.962,14.264,354.91,-119.07,-285.6,470.85,27.77,4.42,0.001
2361,2025-08-27T16:55:35.935681,55:35.9,241.649,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.0412,0.6258,9.7915,9.8666,4.113,-1.808,2.691,5.237,330.04,-398.33,-494.68,715.75,27.41,4.52,-0.002
2362,2025-08-27T16:55:36.036592,55:36.0,241.75,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.4664,0.5425,9.6057,9.7321,4.89,3.155,-0.883,5.886,313.04,-310.39,-276.66,520.46,22.61,4.621,-0.004
2363,2025-08-27T16:55:36.137069,55:36.1,241.85,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.8504,0.2702,9.7098,9.7507,-2.281,0.752,13.608,13.818,297.58,64.26,-284.18,416.47,32.24,4.722,-0.007
2364,2025-08-27T16:55:36.237839,55:36.2,241.951,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.5657,0.8768,9.9897,10.1496,12.011,-9.625,-10.229,18.481,36.9,-368.28,-414.18,555.46,39.4,4.823,0.012
2365,2025-08-27T16:55:36.338150,55:36.3,242.051,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.3694,0.5902,9.6136,9.7285,-10.305,-5.891,-4.011,12.529,46.3,5.94,-316.26,319.69,40.77,4.923,0.01
2366,2025-08-27T16:55:36.438961,55:36.4,242.152,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7617,-0.1174,10.1556,10.1848,6.46,0.182,-0.254,6.467,-233.23,246.34,-299.14,452.29,37.42,5.024,0.009
2367,2025-08-27T16:55:36.539903,55:36.5,242.253,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.8253,0.0844,9.8654,9.9002,0.411,7.844,-11.514,13.938,-49.41,12.63,-502.82,505.39,44.46,5.125,0.007
2368,2025-08-27T16:55:36.639925,55:36.6,242.353,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.1049,-0.4765,9.7739,9.7861,-14.871,-6.838,-14.726,22.017,-370.74,281.39,-551.45,721.61,37.69,5.225,0.004
2369,2025-08-27T16:55:36.740183,55:36.7,242.454,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.9205,0.4392,9.6615,9.7151,-11.962,-9.802,10.822,18.875,-23.41,398.15,-562.94,689.91,40.65,5.325,0.001
2370,2025-08-27T16:55:36.840538,55:36.8,242.554,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.2414,0.7326,9.8438,9.874,-6.035,7.25,11.815,15.119,-288.69,-318.18,-591.71,731.23,33.2,5.425,-0.001
2371,2025-08-27T16:55:36.940804,55:36.9,242.654,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-0.0924,0.2123,10.2607,10.2633,6.892,-1.887,13.129,14.947,-297.52,-238.74,-295.63,482.61,21.17,5.526,-0.004
2372,2025-08-27T16:55:37.041014,55:37.0,242.754,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.7742,0.2721,9.5617,9.5968,3.258,7.785,-1.518,8.574,277.22,108.98,-242.27,383.95,26.16,5.626,-0.006
2373,2025-08-27T16:55:37.141041,55:37.1,242.854,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,0.6591,-0.4321,9.6425,9.6746,7.169,6.154,2.472,9.766,276.33,351.46,-382.26,588.22,34.65,5.726,0.012
2374,2025-08-27T16:55:37.241776,55:37.2,242.955,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,1.612,0.5788,9.6096,9.761,0.933,0.744,2.812,3.054,-256.74,371.89,-283.08,533.24,33.4,5.827,0.011
2375,2025-08-27T16:55:37.342808,55:37.3,243.056,26.68443017,92.765037,77.7,48.18904,343.98,1,5,3.19,-1.1204,-0.6784,9.6251,9.7138,11.98,-7.504,7.254,15.889,194.59,179.34,-235.53,354.26,22.34,5.928,0.01
2376,2025-08-27T16:55:37.443153,55:37.4,243.156,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.8105,-0.7867,9.6774,9.7431,2.012,-1.009,12.384,12.587,286.65,-51.3,-239.21,376.86,31.05,0.028,0.007
2377,2025-08-27T16:55:37.543359,55:37.5,243.257,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,0.0574,-0.4749,10.0798,10.0912,-0.36,-4.776,2.255,5.294,59.32,-65.15,-529.74,537.02,30.81,0.128,0.005
2378,2025-08-27T16:55:37.643989,55:37.6,243.357,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.0431,0.238,9.7663,9.7693,3.437,2.105,-5.953,7.189,-57.52,350.42,-297.87,463.5,28.53,0.229,0.003
2379,2025-08-27T16:55:37.744262,55:37.7,243.458,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,0.5859,0.477,9.7368,9.7661,4.668,8.843,23.836,25.849,76.25,293.36,-229.49,380.19,43.43,0.329,0.001
2380,2025-08-27T16:55:37.845279,55:37.8,243.559,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.752,0.3583,9.4754,9.512,-6.27,-9.698,-21.648,24.535,-201.31,-375.39,-355.33,554.71,22.75,0.43,0
2381,2025-08-27T16:55:37.946241,55:37.9,243.66,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.6523,-0.5884,9.7215,9.8785,-4.227,5.012,-23.163,24.073,122.06,-65.92,-576.44,592.9,33.46,0.531,-0.001
2382,2025-08-27T16:55:38.046259,55:38.0,243.76,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-1.3695,0.6799,9.8144,9.9328,0.417,9.052,3.852,9.846,218.3,385.04,-445.77,628.19,40.2,0.631,-0.003
2383,2025-08-27T16:55:38.146987,55:38.1,243.86,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.7622,-0.6706,9.6234,9.8064,12.23,5.139,-10.299,16.795,-134.66,198.86,-279.15,368.24,43.51,0.732,-0.005
2384,2025-08-27T16:55:38.247339,55:38.2,243.961,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.0941,-0.0886,9.6947,9.6955,-5.963,-4.628,-23.534,24.715,103.63,-178.27,-309.62,372,35.29,0.832,0.012
2385,2025-08-27T16:55:38.347567,55:38.3,244.061,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,0.0806,0.1308,10.0226,10.0237,-12.568,-4.242,-20.066,24.054,225.41,-320.35,-358.76,531.17,36.75,0.932,0.009
2386,2025-08-27T16:55:38.448001,55:38.4,244.161,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.354,-0.5376,10.1192,10.1396,-1.317,3.205,-0.391,3.488,237.9,-370.37,-546.19,701.49,25.62,1.033,0.006
2387,2025-08-27T16:55:38.549030,55:38.5,244.262,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.2139,-0.3315,10.0918,10.0995,-14.865,-2.117,2.254,15.183,-98.27,-180.27,-240.2,315.98,36.64,1.134,0.004
2388,2025-08-27T16:55:38.649712,55:38.6,244.363,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.6892,0.1932,9.7149,9.8626,-6.071,-7.914,-8.239,12.937,-363.69,-329.75,-523.17,717.43,22.28,1.234,0.003
2389,2025-08-27T16:55:38.749775,55:38.7,244.463,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-1.0953,-0.6717,9.8281,9.9118,-4.7,-7.391,20.61,22.394,244.97,-77.79,-381.81,460.26,18.53,1.335,0
2390,2025-08-27T16:55:38.850069,55:38.9,244.563,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.5083,-0.5539,9.7981,9.8269,14.581,-7.513,7.444,18.013,-149.25,-292.12,-317.54,456.55,37.61,1.435,-0.002
2391,2025-08-27T16:55:38.950111,55:39.0,244.663,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.0875,0.2023,9.7607,9.8232,9.765,-4.891,16.833,20.066,-161.47,-357.98,-491.93,629.46,19.57,1.535,-0.004
2392,2025-08-27T16:55:39.050976,55:39.1,244.764,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.1295,0.1916,9.5046,9.5734,-10.597,8.006,-18.761,22.986,259.16,-348.7,-443.27,620.68,32.49,1.636,0.014
2393,2025-08-27T16:55:39.151807,55:39.2,244.865,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.6399,-0.5096,9.6214,9.6561,4.005,6.614,-5.333,9.392,111.51,375.49,-596.44,713.56,21.82,1.737,0.012
2394,2025-08-27T16:55:39.252037,55:39.3,244.965,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.8109,0.0393,10.0927,10.2539,3.259,9.223,-11.582,15.159,168.92,-390.26,-258.44,497.62,44.94,1.837,0.01
2395,2025-08-27T16:55:39.352251,55:39.4,245.066,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.2087,-0.0263,10.1523,10.2241,1.705,-1.11,-9.813,10.022,-259.56,159.87,-424.06,522.26,38.79,1.937,0.007
2396,2025-08-27T16:55:39.453017,55:39.5,245.166,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.4215,0.2837,10.0633,10.1672,0.856,-2.206,14.375,14.569,-57.79,-295.83,-439.46,532.9,33.84,2.038,0.006
2397,2025-08-27T16:55:39.553656,55:39.6,245.267,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.7393,-0.5634,9.5342,9.7079,-3.108,3.915,9.024,10.316,-312.84,326.26,-398.53,602.61,27.47,2.138,0.004
2398,2025-08-27T16:55:39.654310,55:39.7,245.368,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-1.2827,-0.5795,9.5914,9.6941,-13.963,7.287,-14.852,21.648,315.98,-162.76,-514.6,625.42,34.06,2.239,0.002
2399,2025-08-27T16:55:39.754466,55:39.8,245.468,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.9943,0.4582,9.9085,9.9688,12.435,9.073,-24.462,28.902,-234.62,235.08,-562.48,653.22,35.1,2.339,-0.002
2400,2025-08-27T16:55:39.854483,55:39.9,245.568,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.3571,-0.7326,9.873,9.9066,-0.385,1.81,0.145,1.856,303.49,396.57,-376.76,625.55,18.69,2.439,-0.005
2401,2025-08-27T16:55:39.954675,55:40.0,245.668,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.3983,0.0516,9.8019,9.9012,4.593,-7.926,-9.37,13.104,-260.85,168.28,-366.06,479.96,38.25,2.539,-0.006
2402,2025-08-27T16:55:40.055540,55:40.1,245.769,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.8795,-0.6028,9.8768,9.9342,-5.152,-4.045,-22.164,23.112,-125.95,129.76,-227.26,290.43,39.84,2.64,0.013
2403,2025-08-27T16:55:40.156097,55:40.2,245.869,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.2935,0.1979,10.192,10.2757,-2.526,1.182,10.345,10.714,57.42,-247.43,-503.55,563.99,21.92,2.741,0.011
2404,2025-08-27T16:55:40.256824,55:40.3,245.97,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.2091,0.0965,9.8942,9.9683,-7.536,-9.14,22.507,25.434,-189.72,-396.15,-560.96,712.46,39.64,2.842,0.01
2405,2025-08-27T16:55:40.357022,55:40.4,246.07,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-1.2806,-0.678,10.021,10.1252,9.109,9.614,20.188,24.145,327.05,372.13,-479.4,689.4,23.73,2.942,0.008
2406,2025-08-27T16:55:40.457805,55:40.5,246.171,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,-0.5494,0.5562,9.8442,9.8752,-12.812,6.677,-5.728,15.542,384.14,236.44,-514.12,683.95,42.05,3.043,0.006
2407,2025-08-27T16:55:40.558201,55:40.6,246.272,26.685037,92.7648565,78.3,41.847792,343.58,1,5,3.19,1.7953,-0.0792,9.926,10.0874,-10.068,-9.937,-11.171,18.025,-70.13,-157.8,-293.08,340.17,18.8,3.143,0.003
