frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m,timestamp,system_time,video_time_seconds,latitude,longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
1964,1.0,94.0,16:54:54.300,2025-09-03T00:36:49.015749,,,,,,False,0.0,429.2,bus,0.662,544.0,228.8,120.2,148.5,center,58.3,2025-08-27 16:54:56.014524,54:56.0,201.728,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.9453,0.1433,9.962,10.0078,-3.659,3.546,-0.908,5.176,304.31,-134.41,-285.69,438.51,33.12,6.605,-0.005
1964,2.0,100.0,16:54:54.300,2025-09-03T00:36:49.015749,,,,,,False,0.0,429.2,car,0.673,803.8,300.8,69.3,57.7,center,70.3,2025-08-27 16:54:56.014524,54:56.0,201.728,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.9453,0.1433,9.962,10.0078,-3.659,3.546,-0.908,5.176,304.31,-134.41,-285.69,438.51,33.12,6.605,-0.005
1965,2.0,94.0,16:54:54.400,2025-09-03T00:36:49.711955,,,,,,False,0.0,440.8,truck,0.554,569.5,234.4,118.6,144.8,center,65.3,2025-08-27 16:54:56.114763,54:56.1,201.828,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.6397,-0.4326,10.0114,10.0412,-0.087,3.187,17.096,17.391,61.68,-385.14,-430.68,581.06,39.67,6.706,-0.007
1965,1.0,94.0,16:54:54.400,2025-09-03T00:36:49.711955,,,,,,False,0.0,440.8,bus,0.611,563.6,233.1,120.1,146.7,center,59.0,2025-08-27 16:54:56.114763,54:56.1,201.828,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.6397,-0.4326,10.0114,10.0412,-0.087,3.187,17.096,17.391,61.68,-385.14,-430.68,581.06,39.67,6.706,-0.007
1966,1.0,101.0,16:54:54.500,2025-09-03T00:36:50.417594,,,,,,False,0.0,513.2,car,0.725,880.0,301.0,86.0,66.0,right,61.5,2025-08-27 16:54:56.220419,54:56.2,201.934,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.0039,0.6645,10.1732,10.2442,2.967,3.071,-24.869,25.233,-192.2,-142.18,-465.5,523.3,27.83,6.811,-0.005
1966,2.0,102.0,16:54:54.500,2025-09-03T00:36:50.417594,,,,,,False,0.0,513.2,car,0.631,1024.0,302.0,140.0,84.0,right,48.3,2025-08-27 16:54:56.220419,54:56.2,201.934,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.0039,0.6645,10.1732,10.2442,2.967,3.071,-24.869,25.233,-192.2,-142.18,-465.5,523.3,27.83,6.811,-0.005
1966,3.0,94.0,16:54:54.500,2025-09-03T00:36:50.417594,,,,,,False,0.0,513.2,bus,0.526,567.0,228.5,124.5,148.4,center,58.3,2025-08-27 16:54:56.220419,54:56.2,201.934,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.0039,0.6645,10.1732,10.2442,2.967,3.071,-24.869,25.233,-192.2,-142.18,-465.5,523.3,27.83,6.811,-0.005
1966,4.0,94.0,16:54:54.500,2025-09-03T00:36:50.417594,,,,,,False,0.0,513.2,truck,0.487,568.4,230.3,121.3,143.2,center,66.1,2025-08-27 16:54:56.220419,54:56.2,201.934,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.0039,0.6645,10.1732,10.2442,2.967,3.071,-24.869,25.233,-192.2,-142.18,-465.5,523.3,27.83,6.811,-0.005
1967,1.0,101.0,16:54:54.600,2025-09-03T00:36:51.200514,,,,,,False,0.0,431.6,car,0.713,880.0,284.2,94.4,70.9,right,57.2,2025-08-27 16:54:56.321418,54:56.3,202.035,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.3461,0.1277,9.9627,9.9695,10.4,-6.031,1.537,12.121,-297.39,286.6,-468.53,624.57,44.12,6.912,0.012
1967,2.0,94.0,16:54:54.600,2025-09-03T00:36:51.200514,,,,,,False,0.0,431.6,truck,0.487,574.4,216.1,120.4,145.2,center,65.2,2025-08-27 16:54:56.321418,54:56.3,202.035,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.3461,0.1277,9.9627,9.9695,10.4,-6.031,1.537,12.121,-297.39,286.6,-468.53,624.57,44.12,6.912,0.012
1967,3.0,102.0,16:54:54.600,2025-09-03T00:36:51.200514,,,,,,False,0.0,431.6,car,0.625,1039.4,281.7,137.9,87.5,right,46.4,2025-08-27 16:54:56.321418,54:56.3,202.035,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.3461,0.1277,9.9627,9.9695,10.4,-6.031,1.537,12.121,-297.39,286.6,-468.53,624.57,44.12,6.912,0.012
1968,1.0,101.0,16:54:54.700,2025-09-03T00:36:51.896894,,,,,,False,0.0,527.8,car,0.693,884.9,293.2,96.2,73.1,right,55.5,2025-08-27 16:54:56.421996,54:56.4,202.135,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.5011,-0.5361,10.109,10.2339,-3.145,8.021,5.381,10.158,286.04,318.17,-590.85,729.49,40.01,7.013,0.01
1968,2.0,102.0,16:54:54.700,2025-09-03T00:36:51.896894,,,,,,False,0.0,527.8,car,0.633,1046.1,297.3,155.5,86.5,right,46.9,2025-08-27 16:54:56.421996,54:56.4,202.135,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.5011,-0.5361,10.109,10.2339,-3.145,8.021,5.381,10.158,286.04,318.17,-590.85,729.49,40.01,7.013,0.01
1968,3.0,94.0,16:54:54.700,2025-09-03T00:36:51.896894,,,,,,False,0.0,527.8,truck,0.52,569.9,221.6,120.1,150.7,center,62.8,2025-08-27 16:54:56.421996,54:56.4,202.135,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.5011,-0.5361,10.109,10.2339,-3.145,8.021,5.381,10.158,286.04,318.17,-590.85,729.49,40.01,7.013,0.01
1969,4.0,103.0,16:54:54.800,2025-09-03T00:36:52.693467,,,,,,False,0.0,438.2,car,0.594,708.0,273.0,108.0,96.0,center,42.2,2025-08-27 16:54:56.523035,54:56.5,202.236,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.7753,-0.5272,9.8541,10.0266,5.245,-2.17,22.916,23.609,239.87,253.96,-235.92,421.54,24.89,7.114,0.006
1969,3.0,102.0,16:54:54.800,2025-09-03T00:36:52.693467,,,,,,False,0.0,438.2,car,0.639,1059.3,299.2,168.4,90.3,right,44.9,2025-08-27 16:54:56.523035,54:56.5,202.236,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.7753,-0.5272,9.8541,10.0266,5.245,-2.17,22.916,23.609,239.87,253.96,-235.92,421.54,24.89,7.114,0.006
1969,5.0,103.0,16:54:54.800,2025-09-03T00:36:52.693467,,,,,,False,0.0,438.2,truck,0.45,710.8,271.6,108.0,91.8,center,103.1,2025-08-27 16:54:56.523035,54:56.5,202.236,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.7753,-0.5272,9.8541,10.0266,5.245,-2.17,22.916,23.609,239.87,253.96,-235.92,421.54,24.89,7.114,0.006
1969,1.0,101.0,16:54:54.800,2025-09-03T00:36:52.693467,,,,,,False,0.0,438.2,car,0.699,894.8,299.3,99.6,74.4,right,54.5,2025-08-27 16:54:56.523035,54:56.5,202.236,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.7753,-0.5272,9.8541,10.0266,5.245,-2.17,22.916,23.609,239.87,253.96,-235.92,421.54,24.89,7.114,0.006
1969,2.0,94.0,16:54:54.800,2025-09-03T00:36:52.693467,,,,,,False,0.0,438.2,truck,0.583,570.7,223.3,120.0,155.8,center,60.7,2025-08-27 16:54:56.523035,54:56.5,202.236,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.7753,-0.5272,9.8541,10.0266,5.245,-2.17,22.916,23.609,239.87,253.96,-235.92,421.54,24.89,7.114,0.006
1970,1.0,101.0,16:54:54.900,2025-09-03T00:36:53.403842,,,,,,False,0.0,492.3,car,0.68,904.0,324.3,103.4,82.5,right,49.1,2025-08-27 16:54:56.623043,54:56.6,202.336,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.4802,-0.3941,10.1291,10.1482,-4.333,3.434,-11.494,12.755,-210.07,118.15,-564.84,614.11,38.64,7.214,0.003
1970,2.0,102.0,16:54:54.900,2025-09-03T00:36:53.403842,,,,,,False,0.0,492.3,car,0.629,1075.9,317.3,184.9,109.0,right,37.2,2025-08-27 16:54:56.623043,54:56.6,202.336,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.4802,-0.3941,10.1291,10.1482,-4.333,3.434,-11.494,12.755,-210.07,118.15,-564.84,614.11,38.64,7.214,0.003
1970,3.0,94.0,16:54:54.900,2025-09-03T00:36:53.403842,,,,,,False,0.0,492.3,truck,0.586,572.3,257.4,117.9,146.8,center,64.5,2025-08-27 16:54:56.623043,54:56.6,202.336,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.4802,-0.3941,10.1291,10.1482,-4.333,3.434,-11.494,12.755,-210.07,118.15,-564.84,614.11,38.64,7.214,0.003
1970,4.0,94.0,16:54:54.900,2025-09-03T00:36:53.403842,,,,,,False,0.0,492.3,bus,0.591,572.8,271.8,120.8,142.8,center,60.6,2025-08-27 16:54:56.623043,54:56.6,202.336,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.4802,-0.3941,10.1291,10.1482,-4.333,3.434,-11.494,12.755,-210.07,118.15,-564.84,614.11,38.64,7.214,0.003
1970,5.0,102.0,16:54:54.900,2025-09-03T00:36:53.403842,,,,,,False,0.0,492.3,car,0.567,1117.3,287.7,157.0,142.6,right,28.4,2025-08-27 16:54:56.623043,54:56.6,202.336,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.4802,-0.3941,10.1291,10.1482,-4.333,3.434,-11.494,12.755,-210.07,118.15,-564.84,614.11,38.64,7.214,0.003
1971,4.0,103.0,16:54:55.000,2025-09-03T00:36:54.166975,,,,,,False,0.0,586.4,car,0.495,722.8,284.5,124.1,102.4,center,39.6,2025-08-27 16:54:56.723164,54:56.7,202.436,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.1417,0.8304,10.0889,10.1872,7.715,2.93,19.853,21.5,-159.42,171.98,-290.26,373.16,20.28,7.314,0.001
1971,3.0,101.0,16:54:55.000,2025-09-03T00:36:54.166975,,,,,,False,0.0,586.4,car,0.657,916.6,315.7,104.5,85.7,right,47.4,2025-08-27 16:54:56.723164,54:56.7,202.436,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.1417,0.8304,10.0889,10.1872,7.715,2.93,19.853,21.5,-159.42,171.98,-290.26,373.16,20.28,7.314,0.001
1971,2.0,94.0,16:54:55.000,2025-09-03T00:36:54.166975,,,,,,False,0.0,586.4,bus,0.596,573.6,254.4,117.4,146.4,center,59.1,2025-08-27 16:54:56.723164,54:56.7,202.436,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.1417,0.8304,10.0889,10.1872,7.715,2.93,19.853,21.5,-159.42,171.98,-290.26,373.16,20.28,7.314,0.001
1971,1.0,102.0,16:54:55.000,2025-09-03T00:36:54.166975,,,,,,False,0.0,586.4,car,0.595,1112.9,306.1,165.4,122.6,right,33.1,2025-08-27 16:54:56.723164,54:56.7,202.436,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.1417,0.8304,10.0889,10.1872,7.715,2.93,19.853,21.5,-159.42,171.98,-290.26,373.16,20.28,7.314,0.001
1972,5.0,102.0,16:54:55.100,2025-09-03T00:36:55.017853,,,,,,False,0.0,433.7,car,0.547,1116.6,315.2,98.1,91.2,right,44.5,2025-08-27 16:54:56.823642,54:56.8,202.537,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.196,0.6622,9.9736,10.0669,4.679,-8.397,12.392,15.683,187.83,207.96,-529.08,598.71,24.2,7.415,0.0
1972,1.0,102.0,16:54:55.100,2025-09-03T00:36:55.017853,,,,,,False,0.0,433.7,car,0.611,1115.8,308.8,163.7,117.3,right,34.6,2025-08-27 16:54:56.823642,54:56.8,202.537,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.196,0.6622,9.9736,10.0669,4.679,-8.397,12.392,15.683,187.83,207.96,-529.08,598.71,24.2,7.415,0.0
1972,2.0,103.0,16:54:55.100,2025-09-03T00:36:55.017853,,,,,,False,0.0,433.7,car,0.547,746.8,287.6,133.1,111.2,center,36.5,2025-08-27 16:54:56.823642,54:56.8,202.537,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.196,0.6622,9.9736,10.0669,4.679,-8.397,12.392,15.683,187.83,207.96,-529.08,598.71,24.2,7.415,0.0
1972,3.0,101.0,16:54:55.100,2025-09-03T00:36:55.017853,,,,,,False,0.0,433.7,car,0.645,923.9,314.5,110.5,87.3,right,46.5,2025-08-27 16:54:56.823642,54:56.8,202.537,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.196,0.6622,9.9736,10.0669,4.679,-8.397,12.392,15.683,187.83,207.96,-529.08,598.71,24.2,7.415,0.0
1972,4.0,94.0,16:54:55.100,2025-09-03T00:36:55.017853,,,,,,False,0.0,433.7,bus,0.593,573.2,250.6,115.7,148.9,center,58.1,2025-08-27 16:54:56.823642,54:56.8,202.537,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-1.196,0.6622,9.9736,10.0669,4.679,-8.397,12.392,15.683,187.83,207.96,-529.08,598.71,24.2,7.415,0.0
1973,3.0,94.0,16:54:55.200,2025-09-03T00:36:55.720947,,,,,,False,0.0,432.7,bus,0.571,571.0,230.6,118.0,152.5,center,56.7,2025-08-27 16:54:56.923859,54:56.9,202.637,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.062,0.3181,10.2158,10.221,12.719,7.039,-7.621,16.414,83.15,-173.36,-256.73,320.74,25.1,7.515,-0.003
1973,4.0,94.0,16:54:55.200,2025-09-03T00:36:55.720947,,,,,,False,0.0,432.7,truck,0.56,569.6,227.4,117.3,148.6,center,63.7,2025-08-27 16:54:56.923859,54:56.9,202.637,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.062,0.3181,10.2158,10.221,12.719,7.039,-7.621,16.414,83.15,-173.36,-256.73,320.74,25.1,7.515,-0.003
1973,1.0,102.0,16:54:55.200,2025-09-03T00:36:55.720947,,,,,,False,0.0,432.7,car,0.563,1128.1,297.6,132.3,96.0,right,42.3,2025-08-27 16:54:56.923859,54:56.9,202.637,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.062,0.3181,10.2158,10.221,12.719,7.039,-7.621,16.414,83.15,-173.36,-256.73,320.74,25.1,7.515,-0.003
1973,2.0,101.0,16:54:55.200,2025-09-03T00:36:55.720947,,,,,,False,0.0,432.7,car,0.634,935.2,295.3,114.3,92.0,right,44.1,2025-08-27 16:54:56.923859,54:56.9,202.637,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.062,0.3181,10.2158,10.221,12.719,7.039,-7.621,16.414,83.15,-173.36,-256.73,320.74,25.1,7.515,-0.003
1974,1.0,101.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,car,0.648,975.6,283.9,103.6,92.0,right,44.1,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,2.0,102.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,car,0.642,1164.4,283.2,108.3,100.2,right,40.5,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,3.0,94.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,bus,0.614,580.4,218.0,121.3,148.9,center,58.1,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,4.0,104.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,car,0.654,433.0,258.0,73.0,65.0,center,62.4,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,5.0,103.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,car,0.557,785.4,249.4,175.7,146.8,right,27.6,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,6.0,104.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,car,0.526,470.8,260.8,50.6,54.5,center,74.4,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1974,7.0,103.0,16:54:55.300,2025-09-03T00:36:56.428471,,,,,,False,0.0,430.8,truck,0.511,795.6,240.7,192.7,150.4,right,62.9,2025-08-27 16:54:57.024434,54:57.0,202.738,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2395,0.4371,10.2194,10.3036,-14.586,9.795,-12.864,21.776,-191.46,391.18,-444.38,622.21,33.15,7.615,-0.005
1975,1.0,102.0,16:54:55.400,2025-09-03T00:36:57.138901,,,,,,False,0.0,428.8,car,0.653,1190.7,293.6,85.7,99.4,right,40.8,2025-08-27 16:54:57.124633,54:57.1,202.838,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.4427,0.0883,10.0979,10.1079,-12.966,9.616,8.557,18.27,-294.8,-396.07,-202.89,533.8,32.98,7.716,-0.009
1975,2.0,104.0,16:54:55.400,2025-09-03T00:36:57.138901,,,,,,False,0.0,428.8,car,0.576,440.8,273.5,63.5,52.0,center,77.9,2025-08-27 16:54:57.124633,54:57.1,202.838,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.4427,0.0883,10.0979,10.1079,-12.966,9.616,8.557,18.27,-294.8,-396.07,-202.89,533.8,32.98,7.716,-0.009
1975,3.0,103.0,16:54:55.400,2025-09-03T00:36:57.138901,,,,,,False,0.0,428.8,car,0.578,812.7,244.4,241.2,172.5,right,23.5,2025-08-27 16:54:57.124633,54:57.1,202.838,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.4427,0.0883,10.0979,10.1079,-12.966,9.616,8.557,18.27,-294.8,-396.07,-202.89,533.8,32.98,7.716,-0.009
1975,4.0,94.0,16:54:55.400,2025-09-03T00:36:57.138901,,,,,,False,0.0,428.8,bus,0.585,582.9,223.6,120.4,151.8,center,57.0,2025-08-27 16:54:57.124633,54:57.1,202.838,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.4427,0.0883,10.0979,10.1079,-12.966,9.616,8.557,18.27,-294.8,-396.07,-202.89,533.8,32.98,7.716,-0.009
1975,5.0,94.0,16:54:55.400,2025-09-03T00:36:57.138901,,,,,,False,0.0,428.8,truck,0.528,584.4,223.9,118.7,151.9,center,62.3,2025-08-27 16:54:57.124633,54:57.1,202.838,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,0.4427,0.0883,10.0979,10.1079,-12.966,9.616,8.557,18.27,-294.8,-396.07,-202.89,533.8,32.98,7.716,-0.009
1976,5.0,103.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.578,843.7,248.3,276.8,200.9,right,20.2,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,7.0,105.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.476,782.2,273.7,71.5,88.1,center,46.0,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,6.0,104.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.568,462.8,280.8,50.4,51.8,center,78.3,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,8.0,103.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,truck,0.505,853.7,244.6,285.3,210.8,right,44.9,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,4.0,105.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.596,715.0,266.0,124.0,107.0,center,37.9,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,2.0,104.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.603,424.9,278.1,72.2,58.3,center,69.6,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,1.0,102.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,car,0.65,1216.8,304.4,60.7,97.7,right,41.5,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1976,3.0,94.0,16:54:55.500,2025-09-03T00:36:57.838626,,,,,,False,0.0,442.2,truck,0.538,582.7,231.7,118.2,148.5,center,63.7,2025-08-27 16:54:57.225008,54:57.2,202.938,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.5196,0.4871,9.8882,9.9138,12.335,-9.775,-3.083,16.038,59.7,286.26,-431.38,521.15,22.57,7.816,0.009
1977,1.0,104.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,car,0.581,426.5,288.6,73.9,63.1,center,64.2,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1977,2.0,104.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,car,0.618,462.6,292.4,53.7,51.8,center,78.2,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1977,3.0,94.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,truck,0.558,586.4,247.3,120.2,143.9,center,65.7,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1977,4.0,103.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,car,0.494,895.2,251.2,336.9,241.0,right,16.8,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1977,5.0,105.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,truck,0.497,739.4,274.6,113.1,106.2,center,89.1,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1977,6.0,103.0,16:54:55.600,2025-09-03T00:36:58.552168,,,,,,False,0.0,436.7,truck,0.516,909.1,249.7,353.1,255.7,right,37.0,2025-08-27 16:54:57.325650,54:57.3,203.039,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,1.2784,-0.7162,9.9687,10.0759,4.259,5.627,16.191,17.662,129.46,-37.66,-426.93,447.72,25.84,7.917,0.006
1978,1.0,104.0,16:54:55.700,2025-09-03T00:36:59.262903,,,,,,False,0.0,436.0,car,0.64,424.4,272.5,75.6,65.3,center,62.2,2025-08-27 16:54:57.426067,54:57.4,203.139,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.0938,-0.1076,10.1543,10.1553,-3.018,-8.136,-12.449,15.175,-256.88,-136.18,-325.22,436.24,38.83,8.017,0.003
1978,2.0,103.0,16:54:55.700,2025-09-03T00:36:59.262903,,,,,,False,0.0,436.0,car,0.528,961.5,226.1,310.3,273.4,right,14.8,2025-08-27 16:54:57.426067,54:57.4,203.139,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.0938,-0.1076,10.1543,10.1553,-3.018,-8.136,-12.449,15.175,-256.88,-136.18,-325.22,436.24,38.83,8.017,0.003
1978,3.0,94.0,16:54:55.700,2025-09-03T00:36:59.262903,,,,,,False,0.0,436.0,truck,0.546,585.4,231.0,118.6,144.7,center,65.4,2025-08-27 16:54:57.426067,54:57.4,203.139,26.67942217,92.766568,69.5,39.314256,344.29,1,5,3.25,-0.0938,-0.1076,10.1543,10.1553,-3.018,-8.136,-12.449,15.175,-256.88,-136.18,-325.22,436.24,38.83,8.017,0.003
